waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y (OS("/M0" "gds") / OS("/M0" "is"))) (L=1.8e-07) X,waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y (OS("/M0" "gds") / OS("/M0" "is"))) (L=1.8e-07) Y,waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y (OS("/M0" "gds") / OS("/M0" "is"))) (L=3.6e-07) X,waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y (OS("/M0" "gds") / OS("/M0" "is"))) (L=3.6e-07) Y,waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y (OS("/M0" "gds") / OS("/M0" "is"))) (L=5.4e-07) X,waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y (OS("/M0" "gds") / OS("/M0" "is"))) (L=5.4e-07) Y,waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y (OS("/M0" "gds") / OS("/M0" "is"))) (L=7.2e-07) X,waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y (OS("/M0" "gds") / OS("/M0" "is"))) (L=7.2e-07) Y
0.0004999223157280791,0.6667188844484687,0.0005000165462243068,0.3981899178269145,0.0004998943846703101,0.3092434404488347,0.0005004546075616837,0.2655795395120076
0.0005115364625581172,0.6641196249255638,0.0005115385914372117,0.3969198436349958,0.0005115354051486679,0.3084044263518369,0.000511533283098356,0.2649604718997293
0.0005234537981434214,0.661536845412989,0.0005234559253792863,0.3956503691359329,0.0005234527356227729,0.3075751492188023,0.0005234506141007932,0.2643172459451385
0.0005356487341343517,0.6589774644773052,0.0005356508591509263,0.3943951335210583,0.0005356476666161338,0.3067557763845287,0.0005356455424608935,0.2636819667511072
0.0005481277368771969,0.6564411503162652,0.0005481298596469056,0.3931538751040383,0.0005481266643092365,0.3059461110557238,0.0005481245375001849,0.2630544682415829
0.0005608974231388599,0.6539275776213077,0.0005608995436335586,0.3919263383496986,0.0005608963454681092,0.3051459610369272,0.0005608942159845002,0.2624345883906946
0.0005739645638105798,0.651436427367778,0.0005739666820015053,0.3907122736152788,0.0005739634809830753,0.3043551385936413,0.0005739613488040099,0.2618221689352204
0.0005873360874978723,0.6489673866534444,0.0005873382033556889,0.389511436978386,0.0005873349994587799,0.3035734603221477,0.0005873328645631942,0.2612170552649801
0.0006010190841942237,0.6465201485420614,0.0006010211976890086,0.3883235900707587,0.0006010179908878202,0.3028007470235765,0.000601015853254488,0.2606190963168269
0.0006150208090402896,0.6440944119117866,0.0006150229201415106,0.3871484999175886,0.0006150197104099586,0.3020368235821579,0.0006150175700174943,0.2600281444720362
0.0006293486861706414,0.6416898813083176,0.0006293507948471882,0.3859859387821914,0.0006293475821588886,0.3012815188473851,0.0006293454389857587,0.2594440554570329
0.0006440103126501836,0.6393062668025312,0.0006440124188703371,0.3848356840158683,0.0006440092031986146,0.3005346655200739,0.0006440070572231352,0.2588666882472673
0.0006590134625021662,0.6369432838525011,0.0006590155662336305,0.3836975179126822,0.0006590123475515165,0.2997961000420635,0.0006590101987518493,0.2582959049741925
0.0006743660908301404,0.6346006531696987,0.0006743681920400021,0.3825712275690555,0.0006743649703202479,0.2990656624895114,0.0006743628186744055,0.2577315708351929
0.0006900763380357811,0.6322781005892786,0.0006900784366905472,0.3814566047479211,0.0006900752119056124,0.2983431964695721,0.0006900730573914674,0.2571735540063259
0.0007061525341350986,0.6299753569442472,0.0007061546302006791,0.3803534457473261,0.0007061514023227369,0.2976285490203966,0.0007061492449180307,0.2566217255578638
0.0007226032031751202,0.6276921579434241,0.0007226052966168143,0.3792615512732652,0.000722602065617763,0.2969215705143114,0.0007225999053000791,0.2560759593724166
0.000739437067753411,0.6254282440530383,0.0007394391585359131,0.3781807263166586,0.0007394359243873779,0.2962221145640112,0.0007394337611341812,0.255536132065658
0.0007566630536429376,0.6231833603818434,0.0007566651417303597,0.3771107800342282,0.0007566619044036784,0.2955300379317783,0.0007566597381922898,0.2550021229094754
0.0007742902945246317,0.6209572565696125,0.0007742923798804895,0.3760515256332107,0.0007742891393467268,0.2948452004414767,0.0007742869701543513,0.2544738137574987
0.0007923281368302075,0.6187496866789217,0.0007923302194173954,0.3750027802597285,0.0007923269756473479,0.2941674648933087,0.0007923248034510565,0.2539510889729163
0.0008107861446977044,0.6165604090900884,0.000810788224478539,0.3739643648906901,0.0008107849774427373,0.2934966969812235,0.0008107828022194733,0.2534338353584796
0.000829674105042603,0.6143891863991584,0.0008296761819787822,0.372936104229077,0.0008296729316474799,0.2928327652128757,0.0008296707533740884,0.2529219420886576
0.0008490020327468993,0.6122357853188534,0.0008490041067995253,0.3719178266025457,0.0008490008531427287,0.292175540831983,0.0008489986717959125,0.2524153006437815
0.0008687801759691645,0.6100999765823566,0.0008687822470987519,0.3709093638651496,0.000868778990086191,0.2915248977431451,0.0008687768056425695,0.2519138047462577
0.0008890190215782804,0.6079815348498491,0.0008890210897447237,0.369910551302144,0.0008890178293458846,0.2908807124388602,0.0008890156417819494,0.2514173502985883
0.0009097293007136677,0.6058802386177159,0.0009097313658762631,0.3689212275376987,0.0009097281020603695,0.2902428639288073,0.0009097259113525232,0.2509258353232786
0.0009309219944750843,0.6037958701303128,0.000930924056592542,0.36794123444546,0.0009309207893285781,0.2896112336712079,0.0009309185954531118,0.2504391599045502
0.0009526083397449968,0.6017282152942205,0.0009526103987754162,0.366970417061854,0.0009526071280321009,0.2889857055062575,0.0009526049309652256,0.2499572261316668
0.0009747998351464763,0.5996770635948968,0.0009748018910473576,0.3660086235019945,0.0009747986167931807,0.2883661655915519,0.0009747964165110027,0.2494799380440121
0.0009975082471399379,0.5976422080156588,0.0009975102998681863,0.3650557048781679,0.0009975070220713841,0.2877525023393903,0.000997504818549937,0.2490072015776961
0.001020745616261888,0.5956234449589013,0.001020747665773798,0.3641115152207511,0.001020744384402383,0.2871446063559469,0.00102074217761761,0.2485389245137292
0.001044524263508924,0.593620574169492,0.001044526309760209,0.3631759114014915,0.001044523024781962,0.2865423703822054,0.001044520814709734,0.2480750164276796
0.001068856796870568,0.591633398660264,0.001068858839816343,0.3622487530590996,0.001068855551198814,0.2859456892366091,0.001068853337814926,0.2476153886407273
0.001093756118014164,0.5896617246395458,0.001093758157608921,0.3613299025270124,0.001093754865319428,0.2853544597594018,0.001093752648599615,0.2471599541721447
0.001119235429125429,0.5877053614406558,0.001119237465323107,0.3604192247632961,0.001119234169328755,0.2847685807585124,0.001119231949248684,0.2467086276930812
0.001145308239908579,0.5857641214532925,0.001145310272662483,0.3595165872826324,0.001145306972930171,0.2841879529570285,0.001145304749465459,0.2462613254816565
0.001171988374749201,0.5838378200567806,0.001171990404012083,0.3586218600902333,0.001171987100508495,0.283612478942147,0.001171984873634697,0.2458179653792731
0.001199289980044279,0.5819262755550875,0.001199292005768257,0.3577349156177201,0.00119928869845986,0.2830420631155594,0.0011992864681525,0.2453784667481416
0.001227227531702636,0.5800293091135785,0.001227229553839274,0.3568556286608316,0.001227226242692341,0.2824766116452436,0.001227224008926902,0.2449427504299698
0.001255815842820384,0.5781467446974307,0.001255817861320651,0.3559838763189149,0.001255814546301264,0.2819160324185909,0.001255812309053185,0.2445107387057585
0.001285070071534974,0.5762784090116715,0.001285072086349239,0.3551195379361657,0.001285068767423291,0.2813602349968213,0.001285066526667979,0.2440823552566657
0.001315005729062219,0.5744241314427937,0.00131500774014029,0.3542624950444949,0.001315004417273483,0.2808091305706725,0.001315002172986344,0.2436575251259643
0.001345638687920613,0.5725837440018746,0.001345640695211695,0.3534126313080552,0.001345637368369557,0.2802626319172707,0.00134563512052597,0.2432361746819046
0.001376985190347057,0.5707570812691798,0.001376987193799796,0.3525698324692843,0.001376983862947685,0.2797206533582282,0.001376981611523014,0.2428182315816992
0.00140906185690882,0.5689439803401808,0.001409063856471266,0.3517339862964756,0.001409060521574372,0.2791831107187875,0.001409058266543981,0.2424036247362583
0.001441885695315875,0.5671442807729703,0.001441887690935516,0.3509049825327976,0.00144188435195886,0.2786499212881375,0.001441882093298126,0.2419922842760198
0.001475474109438691,0.5653578245370011,0.001475476101062443,0.3500827128467131,0.001475472757970904,0.2781210037807402,0.001475470495655196,0.2415841415174854
0.001509844908535952,0.5635844559631376,0.001509846896110174,0.3492670707837545,0.00150984354886847,0.2775962782986777,0.001509841282873187,0.2411791289307347
0.001545016316697283,0.5618240216949559,0.001545018300167756,0.3484579517196397,0.001545014948740485,0.277075666295017,0.001545012679041046,0.2407771801076635
0.001581006982505913,0.560076370641266,0.001581008961817863,0.3476552528146062,0.001581005606169464,0.2765590905380799,0.001581003332741336,0.2403782297310341
0.001617835988926362,0.5583413539298283,0.001617837964024473,0.3468588729690279,0.001617834604119262,0.2760464750766748,0.001617832326937929,0.2399822135443284
0.001655522863422522,0.5566188248622045,0.001655524834250908,0.3460687127801839,0.001655521470053105,0.2755377452061979,0.001655519189094105,0.2395890683222443
0.00169408758831138,0.5549086388697285,0.001694089554813595,0.3452846745001887,0.001694086186287295,0.2750328274355881,0.001694083901526214,0.2391987318419824
0.00173355061135785,0.55321065347056,0.001733552573476937,0.3445066619950203,0.001733549200586112,0.27453164945513,0.00173354691199861,0.2388111428551733
0.001773932856616502,0.5515247282277853,0.001773934814294959,0.343734580704643,0.001773931437003515,0.2740341401050373,0.001773929144565313,0.2384262410604632
0.001815255735525807,0.5498507247085266,0.001815257688705561,0.3429683376041548,0.001815254306977303,0.273540229344846,0.00181525201066419,0.2380439670767548
0.001857541158260631,0.5481885064440576,0.00185754310688313,0.3422078411659318,0.001857539720681773,0.2730498482235142,0.001857537420469645,0.2376642624170397
0.001900811545349478,0.5465379388908543,0.001900813489355622,0.3414530013227692,0.001900810098644831,0.2725629288502753,0.001900807794509651,0.2372870694628325
0.001945089839562013,0.5448988893925939,0.001945091778892171,0.3407037294319302,0.001945088383635523,0.2720794043661837,0.001945086075553379,0.2369123314391885
0.001990399518073655,0.5432712271430514,0.001990401452667727,0.3399599382401419,0.001990398052828765,0.2715992089163435,0.001990395740775841,0.2365399923902428
0.002036764604913584,0.5416548231498639,0.002036766534710906,0.339221541849437,0.002036763130253129,0.2711222776227777,0.002036760814205715,0.2361699971553051
0.0020842096837024,0.5400495501991642,0.002084211608641868,0.338488455683865,0.002084208199528728,0.2706485465579309,0.002084205879463275,0.2358022913454647
0.002132759910686914,0.5384552828210203,0.002132761830706887,0.337760596457033,0.002132758416901817,0.2701779527188132,0.002132756092794892,0.2354368213206785
0.00218244102807818,0.5368718972556978,0.002182442943116529,0.3370378821404222,0.002182439524582953,0.2697104340016813,0.002182437196411259,0.2350735341673474
0.002233279377700328,0.5352992714206876,0.002233281287694508,0.3363202319324954,0.002233277864395819,0.2692459291773311,0.002233275532136203,0.2347123776763585
0.002285301914957509,0.5337372848784957,0.002285303819844433,0.3356075662285524,0.002285300391744057,0.2687843778669476,0.002285298055373558,0.2343533003215418
0.002338536223125827,0.5321858188051747,0.002338538122841992,0.3348998065912894,0.002338534689903362,0.2683257205184367,0.002338532349399167,0.2339962512386052
0.002393010527978523,0.5306447559595605,0.002393012422459923,0.3341968757220792,0.002393008984646513,0.2678698983833304,0.002393006639985976,0.233641180204444
0.002448753712751497,0.5291139806532112,0.002448755601933709,0.3334986974329096,0.002448752159209002,0.2674168534941673,0.002448749810369697,0.2332880376168566
0.002505795333457678,0.5275933787210211,0.00250579721727587,0.3328051966190019,0.002505793769603404,0.2669665286423316,0.002505791416563079,0.2329367744746633
0.002564165634558015,0.5260828374924867,0.002564167512946916,0.3321162992320351,0.002564164060290259,0.266518867356403,0.0025641617030269,0.2325873423581751
0.002623895564997493,0.524582245763612,0.002623897437891334,0.3314319322540064,0.002623893980214198,0.2660738138809203,0.002623891618705949,0.2322396934100535
0.002685016794614549,0.5230914937694415,0.002685018661947263,0.3307520236716704,0.002685015199213388,0.2656313131555873,0.002685012833438644,0.2318937803164766
0.002747561730933053,0.5216104731571829,0.002747563592638119,0.3300765024515691,0.002747560124811332,0.2651913107949225,0.002747557754748743,0.2315495562886682
0.002811563536345032,0.5201390769599249,0.002811565392355538,0.3294052985156096,0.002811561919399823,0.2647537530682678,0.002811559545028241,0.2312069750447439
0.002877056145693889,0.5186771995709261,0.002877057995942584,0.3287383427171752,0.002877054517821985,0.2643185868802564,0.002877052139120526,0.2308659907918816
0.002944074284267142,0.51722473671845,0.002944076128686354,0.3280755668177773,0.002944072645365059,0.2638857597515778,0.00294407026231311,0.2305265582087683
0.00301265348620808,0.5157815854411486,0.003012655324729825,0.3274169034641941,0.003012651836172198,0.2634552198001983,0.003012649448749379,0.2301886324283708
0.00308283011335662,0.5143476440639611,0.003082831945912552,0.3267622861661051,0.003082828452083074,0.2630269157228723,0.003082826060269326,0.2298521690209606
0.003154641374528725,0.5129228121745277,0.003154643201050197,0.3261116492742029,0.003154639701913513,0.2626007967770246,0.003154637305689009,0.2295171239774543
0.003228125345245018,0.5115069906000974,0.003228127165663048,0.3254649279587636,0.003228123661184028,0.2621768127629579,0.003228121260529266,0.2291834536929688
0.003303320987919035,0.51010008138492,0.00330332280216432,0.3248220581886518,0.003303319292307988,0.2617549140063934,0.003303316887203773,0.2288511149506789
0.003380268172515455,0.508701987768105,0.003380269980518429,0.3241829767107679,0.003380266465249999,0.2613350513413226,0.003380264055677425,0.2285200649059083
0.003459007697689745,0.5073126141619347,0.003459009499380563,0.3235476210299049,0.003459005978665531,0.2609171760931238,0.003459003564606013,0.22819026107047
0.003539581312420242,0.505931866130627,0.003539583107728794,0.322915929389008,0.0035395795815328,0.2605012400620504,0.003539577162968078,0.2278616612972409
0.003622031738143875,0.5045596503695217,0.003622033526999795,0.3222878407498311,0.003622029995288816,0.260087195506914,0.003622027572200914,0.2275342237649627
0.003706402691407664,0.5031958746847004,0.003706404473740385,0.3216632947739603,0.003706400936480606,0.2596749951291156,0.003706398508851929,0.2272079069632918
0.003792738907047959,0.5018404479729958,0.003792740682786661,0.321042231804217,0.003792737139944536,0.259264592056899,0.00379273470775786,0.2268826696780477
0.003881086161909228,0.5004932802024173,0.003881087930982921,0.3204245928464042,0.00388108438252519,0.2588559398298799,0.003881081945763567,0.2265584709766957
0.003971491299115664,0.4991542823929538,0.003971493061453178,0.319810319551409,0.003971489507346927,0.2584489923838369,0.003971487065993787,0.226235270194029
0.004064002252908084,0.4978233665977512,0.004064004008438079,0.3191993541976187,0.004064000448650602,0.2580437040357377,0.004063998002689759,0.2259130269180761
0.004158668074059116,0.4965004458846637,0.004158669822710088,0.3185916396736844,0.004158666257209126,0.2576400294689936,0.004158663806624743,0.2255917009761956
0.004255538955880816,0.4951854343181554,0.004255540697581124,0.317987119461576,0.004255537126334681,0.2572379237189851,0.004255534671111266,0.2252712524213982
0.004354666260837566,0.4938782469415512,0.004354667995515508,0.3173857376199571,0.004354664418491935,0.2568373421587656,0.004354661958614406,0.2249516415188603
0.004456102547779342,0.4925787997596247,0.004456104275363078,0.3167874387678386,0.004456100692531135,0.2564382404850244,0.004456098227984754,0.2246328287326318
0.004559901599808989,0.4912870097215133,0.004559903320226634,0.3161921680685338,0.004559899731555427,0.2560405747042629,0.004559897262325838,0.2243147747125579
0.004666118452798819,0.4900027947039561,0.004666120165978446,0.3155998712138714,0.004666116571437465,0.2556443011191701,0.004666114097510683,0.223997440281385
0.004774809424571337,0.488726073494836,0.004774811130440906,0.315010494408697,0.004774807530000054,0.2552493763152092,0.004774805051362496,0.2236807864220841
0.004886032144759539,0.4874567657770333,0.004886033843247111,0.3144239843556227,0.004886030236876696,0.2548557571474297,0.004886027753515168,0.22336477426536
0.004999845585363282,0.4861947921125646,0.004999847276396827,0.3138402882400276,0.004999843664067584,0.2544634007274606,0.004999841175969189,0.2230493650773683
0.005116310092016534,0.4849400739270145,0.005116311775524105,0.3132593537153234,0.005116308157207226,0.2540722644107131,0.005116305664359547,0.2227345202476351
0.005235487415983885,0.4836925334942401,0.005235489091893566,0.3126811288884291,0.005235485467560658,0.2536823057837801,0.005235482969951598,0.2224202012771778
0.005357440746901559,0.4824520939213516,0.005357442415141535,0.3121055623055077,0.005357438784764665,0.2532934826520318,0.005357436282382502,0.2221063697668301
0.00548223474628155,0.4812186791339542,0.005482236406780094,0.3115326029379137,0.005482232770331784,0.2529057530274018,0.005482230263165228,0.2217929874058057
0.005609935581796011,0.479992213861644,0.005609937234481472,0.3109622001683617,0.005609933591934768,0.2525190751163682,0.005609931079972788,0.2214800159604201
0.005740610962360211,0.4787726236237562,0.005740612607161086,0.3103943037773172,0.005740608958489458,0.2521334073081395,0.005740606441721498,0.2211674172630907
0.005874330174032548,0.4775598347153549,0.005874331810877603,0.309828863929593,0.005874328156055089,0.2517487081629995,0.005874325634470799,0.2208551532015246
0.006011164116751336,0.4763537741934591,0.006011165745569399,0.3092658311611435,0.006011162084570454,0.2513649364008867,0.006011159558159956,0.2205431857081378
0.006151185341926371,0.4751543698634941,0.0061511869626465,0.3087051563660819,0.006151183295446177,0.2509820508901366,0.006151180764199901,0.2202314767497276
0.006294468090907114,0.4739615502659707,0.006294469703458646,0.3081467907838642,0.006294466030032426,0.2506000106364288,0.006294463493941057,0.2199199883173495
0.006441088334346048,0.4727752446633807,0.00644108993865862,0.3075906859866877,0.006441086258982552,0.2502187747719314,0.006441083718037133,0.2196086824164916
0.006591123812479712,0.4715953830272951,0.006591125408483144,0.3070367938670672,0.006591121722533789,0.2498383025446314,0.006591119176725671,0.2192975210574466
0.006744654076347201,0.4704218960256826,0.00674465566397177,0.3064850666256045,0.006744651971726191,0.2494585533078851,0.006744649421047047,0.2189864662459887
0.00690176052996961,0.4692547150104054,0.006901762109145767,0.3059354567589267,0.006901758410581662,0.2490794865101476,0.006901755855023245,0.2186754799743024
0.007062526473511146,0.4680937720049298,0.007062528044169777,0.3053879170478199,0.007062524339265246,0.2487010616849275,0.007062521778819783,0.2183645242121791
0.00722703714744615,0.4669389996922109,0.007227038709518522,0.3048424005455294,0.007227034998252283,0.248323238440941,0.007227032432912114,0.2180535608985305
0.007395379777754707,0.4657903314027635,0.007395381331172526,0.3042988605662421,0.007395377613523776,0.2479459764524808,0.007395375043281539,0.2177425519331694
0.007567643622171094,0.4646477011029088,0.007567645166866508,0.3037572506737334,0.007567641442814982,0.2475692354500038,0.007567638867663326,0.2174314591689139
0.007743920017509245,0.4635110433831999,0.007743921553414872,0.3032175246701969,0.007743917822940863,0.2471929752109389,0.007743915242872766,0.217120244403996
0.007924302428090963,0.4623802934469992,0.007924303955139853,0.3026796365852348,0.007924300218224135,0.2468171555507342,0.0079242976332326,0.2168088693748215
0.008108886495301634,0.4612553870992385,0.008108888013427424,0.3021435406650306,0.008108884270051306,0.2464417363141177,0.008108881680129474,0.2164972957490323
0.008297770088300892,0.4601362607353167,0.008297771597437661,0.3016091913616797,0.008297767847583,0.2460666773666282,0.00829776525272409,0.2161854851189552
0.008491053355913882,0.4590228513301622,0.008491054855996371,0.3010765433226968,0.008491051099645458,0.2456919385863519,0.008491048499842767,0.2158733989953853
0.008688838779731587,0.4579150964274415,0.008688840270695199,0.3005455513806919,0.008688836507830802,0.2453174798559565,0.008688833903077538,0.2155609988017548
0.008891231228448131,0.4568129341289053,0.008891232710228736,0.3000161705432172,0.008891228940834137,0.244943261054967,0.008891226331123556,0.2152482458686911
0.009098338013463114,0.4557163030838844,0.009098339485997298,0.2994883559827877,0.009098335710056164,0.2445692420522934,0.009098333095381479,0.2149351014289614
0.009310268945779944,0.4546251424789118,0.00931027040900491,0.2989620630270736,0.00931026662650144,0.244195382699071,0.009310264006855647,0.2146215266128376
0.009527136394228879,0.4535393920274804,0.009527137848082529,0.2984372471492626,0.009527134059001328,0.243821642821756,0.00952713143437732,0.2143074824438826
0.009749055345046449,0.4524589919599253,0.009749056789467433,0.2979138639586141,0.009749052993793469,0.2434479822155478,0.009749050364183914,0.2139929298351668
0.009976143462842748,0.4513838830134331,0.009976144897770557,0.2973918691911713,0.009976141095489081,0.2430743606380733,0.009976138460886564,0.2136778295859424
0.010208521152989,0.4503140064221652,0.01020852257836363,0.2968712187006758,0.01020851876946036,0.2427007378034228,0.01020851612985688,0.213362142378778
0.01044631162545752,0.449249303907503,0.01044631304121992,0.2963518684496542,0.01044630922568089,0.2423270733764963,0.0104463065810683,0.2130458287771544
0.01068964096014976,0.4481897176683993,0.01068964236624172,0.2958337745007017,0.01068963854405316,0.2419533269676736,0.01068963589442287,0.21272884922358
0.01093863817374543,0.4471351903718432,0.01093863957010935,0.2953168930079512,0.01093863574125785,0.2415794581278475,0.0109386330866007,0.2124111640381726
0.01119343528810875,0.4460856651434276,0.01119343667468809,0.2948011802087441,0.01119343283916028,0.2412054263437934,0.01119343017946677,0.2120927334177699
0.01145416740028831,0.445041085558018,0.01145416877702719,0.2942865924155003,0.01145416493481004,0.2408311910339219,0.01145416227006982,0.2117735174355761
0.01172097275414714,0.4440013956305246,0.01172097412099063,0.2937730860077949,0.01172097027207117,0.24045671154439,0.01172096760227351,0.211453476041323
0.01199399281366152,0.4429665398067652,0.01199399417055564,0.2932606174246487,0.01199399031492092,0.2400819471456189,0.01199398764005418,0.2111325690620069
0.01227337233792738,0.4419364629544241,0.01227337368481892,0.2927491431570294,0.01227336982245607,0.2397068570291964,0.01227336714250787,0.2108107562031609
